listing_id,nights_booked,payment_method,amount,booking_date
222784,39,bank_transfer,1443,2016-03-19
223622,6,bank_transfer,270,2020-04-15
226108,38,gift_card,2660,2019-12-15
229099,7,coupon,245,2021-01-28
229348,12,coupon,948,2019-08-02
229363,8,coupon,632,2017-09-10
229776,11,gift_card,473,2015-02-05
230411,6,bank_transfer,240,2013-02-05
230611,97,coupon,7760,2020-01-02
233083,15,credit_card,1470,2013-06-18
233453,5,coupon,160,2021-04-09
233770,7,coupon,413,2016-06-28
236509,127,gift_card,10414,2018-10-29
237372,7,coupon,588,2015-02-01
237670,7,coupon,315,2019-10-17
238396,9,credit_card,720,2017-10-01
239139,100,bank_transfer,4700,2016-07-09
240169,9,gift_card,198,2021-03-15
242794,9,gift_card,990,2015-06-17
242908,10,credit_card,750,2021-12-07
242978,9,bank_transfer,531,2020-03-12
243057,7,bank_transfer,1428,2015-08-12
243063,8,bank_transfer,808,2014-01-20
243081,11,gift_card,1111,2017-01-15
243238,6,gift_card,408,2021-03-31
245744,13,bank_transfer,1937,2013-08-22
245781,7,coupon,490,2020-05-29
245809,12,credit_card,1080,2018-07-24
245827,37,coupon,3441,2014-01-13
245991,34,gift_card,850,2018-12-13
246007,34,credit_card,714,2013-09-28
248375,9,coupon,594,2017-07-19
250007,10,coupon,590,2015-09-03
250015,73,bank_transfer,5110,2021-04-26
250023,28,bank_transfer,1428,2015-11-01
250030,100,credit_card,4500,2016-07-27
250121,7,credit_card,378,2019-01-09
250138,7,gift_card,441,2016-01-17
250171,11,coupon,660,2016-07-04
250253,9,bank_transfer,918,2017-09-24
250376,4,gift_card,800,2019-11-18
250684,10,coupon,940,2020-12-27
250687,13,credit_card,780,2017-05-03
250704,15,bank_transfer,930,2016-03-13
250707,9,coupon,558,2020-04-07
250729,7,bank_transfer,616,2020-06-27
250753,13,bank_transfer,1326,2020-04-10
250871,11,coupon,693,2018-09-20
251398,7,gift_card,280,2021-09-29
252933,12,credit_card,300,2021-06-04
252967,9,bank_transfer,315,2013-09-04
252993,11,credit_card,330,2018-12-12
32582612,8,credit_card,1904,2020-07-15
32583218,6,bank_transfer,786,2020-10-04
32583535,9,coupon,3537,2020-07-01
32585226,10,gift_card,220,2021-11-18
32587278,14,coupon,700,2019-11-29
32599870,9,credit_card,315,2021-10-13
32600911,9,coupon,585,2019-03-12
32601803,9,gift_card,594,2020-08-06
32602126,18,gift_card,1620,2020-02-18
32603058,6,gift_card,480,2021-05-08
32607206,8,gift_card,680,2021-11-12
32608585,24,credit_card,1320,2021-11-30
32609957,100,gift_card,3500,2021-06-27
32610651,17,gift_card,612,2021-09-05
32621456,64,gift_card,2688,2021-12-02
32623956,16,gift_card,240,2021-09-10
32627952,9,bank_transfer,612,2021-04-24
32630623,12,gift_card,648,2021-03-10
32636466,8,bank_transfer,120,2021-11-10
32638379,15,coupon,1050,2021-03-10
32639716,6,credit_card,210,2019-11-09
32649687,14,gift_card,420,2019-09-17
32652858,9,bank_transfer,351,2021-05-08
32653599,12,bank_transfer,960,2020-09-06
32666145,8,bank_transfer,320,2020-07-05
32677586,7,gift_card,833,2021-10-26
32678196,9,credit_card,1044,2021-12-20
32681020,7,credit_card,308,2020-10-03
32681761,20,credit_card,280,2020-12-10
32685946,12,bank_transfer,1200,2021-08-18
32704434,5,bank_transfer,175,2021-01-03
32704722,5,bank_transfer,750,2021-10-31
32705363,9,coupon,414,2020-06-18
32707722,7,coupon,1505,2021-11-27
32707770,9,coupon,153,2021-12-28
32707940,9,credit_card,423,2021-12-30
32711241,24,bank_transfer,720,2021-12-02
32713065,10,credit_card,480,2021-10-04
32716916,10,credit_card,550,2021-12-29
32719059,6,credit_card,510,2019-11-09
32720266,95,gift_card,7600,2019-08-29
32720848,5,credit_card,205,2021-06-24
32726645,6,bank_transfer,270,2021-03-15
32730186,6,gift_card,300,2021-12-26
32731637,12,bank_transfer,564,2021-08-19
32731826,10,bank_transfer,490,2020-08-15
32731828,12,gift_card,960,2019-06-07
32732493,11,coupon,1980,2020-11-08
32734304,6,bank_transfer,180,2019-03-27
32737794,10,bank_transfer,870,2020-09-04
32742375,9,gift_card,360,2020-01-03
32759465,9,gift_card,657,2021-04-28
32762022,5,coupon,225,2020-04-06
32773523,4,credit_card,200,2020-02-27
32774052,15,gift_card,750,2020-04-16
32777583,11,gift_card,660,2021-12-27
32779672,6,bank_transfer,180,2021-02-16
32780396,11,bank_transfer,550,2020-06-20
32782339,12,credit_card,672,2021-02-27
32784197,7,gift_card,420,2020-11-25
32784430,7,coupon,273,2020-01-27
32786098,9,coupon,2250,2021-06-09
32787948,8,gift_card,1200,2021-11-16
32789744,6,gift_card,210,2020-04-25
32798107,10,bank_transfer,590,2020-05-04
32800830,10,coupon,190,2021-03-22
32804414,15,bank_transfer,375,2020-09-04
32807488,11,bank_transfer,605,2020-09-25
32810013,8,gift_card,240,2021-01-28
32813225,8,gift_card,320,2021-04-15
32813793,67,credit_card,5360,2021-11-22
32825982,10,bank_transfer,220,2021-06-20
32826065,5,gift_card,225,2021-10-07
32827080,13,gift_card,858,2020-12-06
32828225,10,coupon,330,2021-12-21
32830041,7,coupon,581,2020-04-19
32831858,10,credit_card,500,2019-11-29
32831998,6,bank_transfer,144,2019-08-21
32840262,7,credit_card,175,2021-12-23
32842649,12,gift_card,1440,2019-08-03
32842891,9,credit_card,810,2021-11-15
32852440,8,bank_transfer,280,2019-06-29
32854524,21,gift_card,945,2021-11-12
32855952,10,coupon,200,2019-07-12
32859840,15,coupon,885,2021-02-22
32860974,70,credit_card,4200,2021-11-25
32865177,13,bank_transfer,494,2021-02-19
32880324,7,bank_transfer,280,2021-10-24
32881057,9,coupon,495,2021-06-18
32883869,7,bank_transfer,385,2021-12-07
32885681,13,credit_card,455,2021-11-23
32886675,10,bank_transfer,1040,2021-08-09
32887403,12,bank_transfer,540,2020-06-06
32887831,21,credit_card,2331,2020-11-12
32888212,8,coupon,240,2021-08-22
32888375,15,credit_card,675,2021-12-03
32889416,5,bank_transfer,150,2020-02-24
32890111,7,coupon,329,2021-12-11
32890368,10,credit_card,1080,2019-09-10
32894576,10,coupon,220,2019-09-25
32907007,23,bank_transfer,1794,2021-04-08
32907853,6,gift_card,180,2020-11-29
32908302,31,bank_transfer,1643,2020-11-18
32916642,9,coupon,531,2020-10-22
32918713,22,gift_card,748,2021-11-01
32918970,20,bank_transfer,1100,2020-12-27
32933577,12,gift_card,336,2020-01-05
32936187,8,coupon,400,2020-06-30
32937552,53,coupon,2385,2021-10-04
32938491,11,bank_transfer,385,2020-10-29
32944867,12,bank_transfer,300,2020-04-16
32950691,5,credit_card,450,2021-06-15
32950720,84,bank_transfer,1764,2020-04-25
32951099,12,coupon,384,2020-07-12
32952287,11,bank_transfer,462,2021-06-22
32952650,11,credit_card,1892,2021-09-30
32953974,24,bank_transfer,2376,2019-12-20
32954742,5,coupon,395,2021-10-07
32959154,8,coupon,640,2020-04-03
32975221,37,coupon,2553,2019-09-09
32977370,6,credit_card,420,2020-11-30
32977486,16,credit_card,800,2020-07-22
32980542,5,credit_card,300,2020-07-10
32980697,13,coupon,1040,2020-01-30
32985001,10,gift_card,500,2019-10-31
32987496,10,credit_card,750,2019-05-01
32996432,12,bank_transfer,276,2021-04-22
32999824,6,bank_transfer,330,2020-07-06
33001235,97,bank_transfer,3395,2021-07-18
33002941,5,coupon,445,2020-04-17
33003272,100,credit_card,6500,2021-06-10
33004824,70,coupon,6300,2019-10-18
33006441,12,coupon,1392,2021-07-02
33011378,10,gift_card,390,2019-05-29
33013569,8,credit_card,560,2021-12-11
33016700,7,gift_card,343,2021-02-21
33017083,7,gift_card,301,2019-04-27
33018484,11,bank_transfer,528,2020-11-10
33026499,10,bank_transfer,750,2020-02-02
33031636,11,coupon,561,2019-07-12
33035580,12,bank_transfer,1320,2019-04-18
33037187,6,credit_card,1146,2020-12-27
33037713,5,credit_card,1430,2020-02-29
33037950,188,coupon,39480,2021-01-31
33038742,12,credit_card,3672,2021-07-26
33039522,4,bank_transfer,220,2021-05-13
33043139,7,bank_transfer,252,2021-12-12
33056981,8,coupon,200,2020-04-07
33059015,8,bank_transfer,528,2019-12-02
33059029,8,coupon,528,2021-10-07
33059037,12,coupon,792,2020-07-04
33067092,9,bank_transfer,459,2021-09-12
33071087,10,credit_card,350,2020-07-23
33085434,15,credit_card,1200,2021-03-09
33086522,13,coupon,663,2020-03-16
33094204,12,credit_card,840,2021-12-25
33094365,14,coupon,2016,2020-06-21
33096256,8,gift_card,320,2019-12-22
33096581,11,coupon,539,2019-12-05
33103199,4,credit_card,652,2019-08-07
33104837,96,gift_card,9600,2021-11-25
33114889,10,bank_transfer,400,2021-11-15
33130987,5,bank_transfer,175,2019-08-07
33131800,8,coupon,360,2020-08-19
33132663,8,credit_card,560,2020-03-06
33134526,9,coupon,720,2021-06-21
33136138,10,credit_card,1500,2019-04-26
33137594,8,bank_transfer,792,2019-10-22
33150593,7,bank_transfer,301,2020-11-13
33156755,5,gift_card,210,2021-03-20
33157363,8,coupon,408,2020-05-13
33158020,6,gift_card,192,2021-11-25
33164778,9,coupon,558,2021-01-31
33180391,8,credit_card,200,2019-05-04
33180505,6,coupon,432,2019-10-23
33180921,12,coupon,1800,2021-04-23
33182233,11,gift_card,561,2020-08-12
33184999,12,bank_transfer,960,2021-11-01
33186662,10,credit_card,350,2019-08-18
33194361,10,gift_card,450,2021-08-28
33198144,7,credit_card,245,2021-01-23
33205181,5,bank_transfer,175,2019-11-30
33207163,14,bank_transfer,1386,2021-06-21
33210521,13,credit_card,1105,2021-12-12
33217218,11,gift_card,275,2020-08-09
33233791,7,gift_card,427,2020-08-24
33234428,10,credit_card,1590,2021-10-08
33243136,12,coupon,480,2021-10-24
33255706,6,credit_card,504,2020-11-20
33255960,10,gift_card,410,2021-04-20
33257340,7,credit_card,315,2021-01-10
33264407,4,coupon,140,2019-12-16
33266557,12,bank_transfer,2400,2019-08-12
33279329,7,coupon,2100,2020-10-18
33281035,10,bank_transfer,300,2021-05-04
33285008,9,credit_card,450,2021-01-23
33285075,15,coupon,585,2019-05-30
33302661,15,credit_card,3285,2019-08-31
33306182,9,credit_card,540,2020-10-11
33306299,7,credit_card,420,2021-12-03
33306599,39,credit_card,1755,2021-04-09
33307314,11,credit_card,539,2019-08-14
33308656,12,gift_card,540,2021-09-02
33309695,13,credit_card,442,2021-11-24
33313179,19,credit_card,665,2021-12-21
33329523,5,bank_transfer,385,2021-09-10
33335752,10,bank_transfer,550,2020-05-04
33344782,7,gift_card,280,2019-08-25
33354772,11,credit_card,330,2019-12-16
33358993,14,bank_transfer,700,2021-12-25
33371678,13,coupon,325,2021-12-05
33383725,10,coupon,960,2021-05-11
33386440,16,credit_card,1120,2021-06-20
33395055,37,bank_transfer,518,2021-02-16
33395608,6,gift_card,228,2019-09-08
33410114,14,credit_card,490,2020-12-16
33414241,5,credit_card,225,2020-09-15
33418449,9,gift_card,720,2019-12-07
33418825,102,credit_card,7956,2021-12-18
33421948,99,gift_card,2673,2021-11-22
33424125,17,credit_card,1360,2021-07-09
33425499,10,coupon,400,2021-12-20
33442714,10,gift_card,2020,2020-09-09
33444670,20,bank_transfer,700,2021-11-05
33445962,5,coupon,125,2020-07-22
33446577,9,coupon,450,2019-09-15
33449733,11,gift_card,825,2021-05-30
33449832,10,bank_transfer,350,2020-09-09
33452353,13,bank_transfer,2730,2021-03-14
33460658,11,bank_transfer,275,2020-05-15
33462567,18,coupon,1350,2021-12-08
33463319,97,bank_transfer,5335,2021-12-20
33463325,99,bank_transfer,4950,2021-11-08
33471700,6,credit_card,420,2020-09-16
33481081,10,credit_card,700,2019-07-11
33481645,22,credit_card,1056,2019-04-21
33485446,10,bank_transfer,270,2019-05-18
33489068,13,bank_transfer,2080,2019-09-29
33489715,12,credit_card,1140,2020-03-11
33490073,7,credit_card,336,2021-11-05
33500312,10,bank_transfer,240,2021-12-07
33506247,8,bank_transfer,320,2019-04-09
33508080,6,gift_card,708,2019-06-05
33508961,11,credit_card,3828,2020-12-09
33509862,5,gift_card,180,2019-05-22
33509875,9,coupon,720,2020-02-02
33511020,11,gift_card,550,2019-09-19
33512140,5,gift_card,1200,2020-01-09
33514068,9,gift_card,900,2020-08-01
33521750,9,coupon,450,2019-11-21
33521775,6,credit_card,1110,2021-03-11
33522880,69,gift_card,3657,2020-08-17
33526305,95,bank_transfer,4750,2021-12-16
33535077,11,bank_transfer,550,2020-04-15
33539830,5,gift_card,150,2020-06-14
33539998,10,credit_card,3060,2020-07-11
33540900,24,gift_card,1512,2021-12-23
33541860,14,bank_transfer,602,2021-12-08
33541887,6,credit_card,660,2020-12-17
33542164,7,bank_transfer,1274,2020-03-05
33544257,12,credit_card,2352,2021-06-16
33549040,101,gift_card,4040,2021-12-23
33550165,12,credit_card,456,2021-11-08
33550755,11,gift_card,825,2021-12-31
33550908,9,bank_transfer,1161,2020-09-26
33550950,6,bank_transfer,1500,2019-05-26
33552040,6,gift_card,246,2021-04-02
33553894,6,coupon,150,2021-02-25
33553905,12,coupon,252,2021-11-30
33555022,14,bank_transfer,630,2021-02-01
33564365,9,credit_card,144,2019-11-29
33566472,9,credit_card,720,2021-12-19
33567229,10,bank_transfer,420,2019-11-07
33572637,9,credit_card,1224,2019-11-01
33573236,11,coupon,660,2021-10-17
33573621,12,gift_card,660,2021-12-18
33574008,36,gift_card,1512,2020-07-24
33575203,8,coupon,600,2019-11-30
33580665,7,bank_transfer,770,2021-08-05
33586474,9,bank_transfer,720,2021-12-19
33594786,7,credit_card,182,2019-09-22
33597790,6,gift_card,102,2021-11-10
33603008,8,coupon,184,2019-09-25
33603905,7,credit_card,595,2019-10-02
33604570,9,coupon,432,2020-06-19
33606149,6,bank_transfer,360,2021-03-24
33609820,12,credit_card,1296,2021-10-04
33610025,9,bank_transfer,945,2021-11-01
33613160,6,gift_card,354,2021-11-28
33624873,9,bank_transfer,963,2020-01-31
33634726,13,gift_card,1027,2019-11-24
33637137,11,gift_card,1089,2021-12-26
33637191,20,credit_card,1600,2021-10-31
33638613,11,gift_card,1419,2021-02-11
33647817,7,coupon,413,2019-10-12
33650988,10,bank_transfer,450,2021-03-30
33657379,10,bank_transfer,1010,2020-03-14
33659477,7,coupon,245,2020-04-05
33659601,101,gift_card,25250,2021-12-13
33659856,10,gift_card,1200,2021-04-04
33668396,6,credit_card,1524,2020-10-02
33669933,10,coupon,250,2021-01-14
33671854,8,bank_transfer,200,2020-10-17
33675622,17,credit_card,1105,2020-10-25
33675696,7,credit_card,420,2021-11-20
33681578,14,credit_card,1050,2019-12-06
33686140,6,bank_transfer,720,2021-08-23
33693955,6,coupon,132,2021-06-11
33694289,7,gift_card,1785,2020-02-04
33695697,14,bank_transfer,2660,2020-09-08
33696639,9,coupon,810,2020-10-28
33697666,9,credit_card,720,2019-06-03
33698040,13,gift_card,1300,2020-05-01
33706529,11,credit_card,330,2021-10-09
33707449,10,coupon,1260,2019-10-14
33728578,13,credit_card,455,2020-04-13
33728605,37,coupon,999,2021-08-08
33732235,14,coupon,350,2021-04-07
33735017,8,credit_card,520,2020-03-31
33735379,7,bank_transfer,4046,2020-08-09
33745065,9,gift_card,900,2020-09-26
33757780,10,coupon,690,2020-06-14
33758492,7,coupon,644,2021-12-17
33764853,8,coupon,160,2021-11-11
33768546,6,credit_card,180,2021-11-01
33770165,8,credit_card,656,2021-05-30
33772661,95,bank_transfer,6935,2021-11-30
33773317,34,bank_transfer,3740,2021-05-21
33788253,17,bank_transfer,680,2020-09-14
33792196,9,credit_card,1836,2021-11-27
33792277,9,credit_card,1350,2021-08-14
33797014,6,bank_transfer,414,2021-11-09
33797524,9,credit_card,432,2021-06-25
33803119,10,gift_card,900,2020-02-14
33803391,13,gift_card,910,2020-04-30
33818201,13,coupon,1040,2021-11-10
33828651,11,bank_transfer,781,2019-05-20
33831639,8,credit_card,456,2021-11-10
33839226,8,credit_card,432,2021-07-21
33843713,11,credit_card,726,2021-01-24
33846826,5,gift_card,175,2021-12-28
33847538,15,gift_card,1350,2021-06-15
33849510,13,gift_card,1040,2021-12-21
33852506,12,gift_card,936,2021-10-18
33878389,14,credit_card,700,2021-11-19
33879835,12,credit_card,480,2020-09-10
33894652,10,credit_card,1290,2021-05-07
33894658,5,bank_transfer,495,2021-05-29
33897949,10,gift_card,800,2019-05-11
33902056,97,bank_transfer,11640,2021-05-24
33905326,5,bank_transfer,225,2020-05-24
33906541,8,bank_transfer,600,2021-12-25
33908945,12,credit_card,1680,2021-10-13
33912411,33,coupon,759,2021-05-23
33922782,13,bank_transfer,910,2021-04-08
33924189,4,gift_card,160,2021-03-01
33927617,37,coupon,740,2020-04-23
33949500,11,gift_card,638,2020-01-18
33954350,10,gift_card,310,2021-09-29
33959289,14,coupon,966,2020-12-25
33962446,7,gift_card,420,2020-12-22
33982292,8,gift_card,960,2021-10-01
33982338,8,gift_card,440,2020-09-04
33984020,8,bank_transfer,680,2021-10-01
33985417,8,bank_transfer,680,2019-12-20
33996221,17,gift_card,663,2019-11-19
34002394,34,credit_card,1870,2021-12-03
34003008,10,bank_transfer,250,2019-09-12
34004916,8,coupon,1240,2021-12-23
34018418,11,bank_transfer,1177,2020-08-25
34020845,183,bank_transfer,7869,2020-07-28
34031032,14,gift_card,350,2021-01-23
34032567,11,coupon,385,2021-06-12
34035080,12,coupon,480,2021-12-12
34045664,6,gift_card,1200,2019-08-08
34056306,12,gift_card,1200,2019-10-19
34058628,13,credit_card,520,2021-09-16
34067473,10,credit_card,1200,2020-06-06
34069313,5,coupon,180,2019-11-18
34079172,6,gift_card,504,2020-09-06
34081123,6,coupon,282,2021-03-02
34088719,8,bank_transfer,232,2019-04-25
34089150,5,bank_transfer,160,2020-05-01
34089356,15,coupon,300,2021-12-03
34091731,8,gift_card,400,2021-03-10
34102933,8,bank_transfer,400,2021-01-31
34104135,6,bank_transfer,240,2019-06-09
34108148,49,credit_card,2891,2021-12-01
34109154,8,gift_card,360,2021-05-08
34130158,6,credit_card,408,2021-04-30
34134488,9,credit_card,6300,2021-08-29
34134668,9,bank_transfer,459,2021-09-07
34135306,11,coupon,968,2020-10-30
34139536,7,gift_card,1057,2019-12-07
34139813,10,coupon,4000,2021-12-08
34149063,5,gift_card,260,2021-09-10
34164708,10,gift_card,1060,2020-10-07
34164718,9,credit_card,1062,2019-06-09
34165168,12,gift_card,1188,2021-01-16
34172297,13,credit_card,1040,2019-06-14
34176945,7,bank_transfer,749,2020-10-01
34180989,5,bank_transfer,385,2021-01-08
34181329,6,coupon,432,2020-07-07
34181769,8,coupon,584,2021-03-11
34187904,13,gift_card,390,2020-06-02
34190555,10,gift_card,600,2020-02-17
34191936,5,gift_card,245,2020-08-07
34195666,6,bank_transfer,660,2021-11-13
34199272,9,coupon,531,2020-11-09
34213191,34,gift_card,2040,2019-11-19
34220815,95,coupon,12350,2020-06-13
34225187,11,gift_card,275,2019-06-06
34227651,34,coupon,3400,2021-10-23
34231146,15,credit_card,600,2019-06-29
34241005,13,coupon,650,2020-09-11
34243172,7,bank_transfer,427,2021-09-11
34244488,10,credit_card,390,2020-06-03
34247467,10,credit_card,1080,2019-07-24
34249172,6,coupon,720,2019-12-22
34250736,7,bank_transfer,595,2021-12-23
34253587,9,coupon,738,2021-10-02
34261710,10,coupon,380,2021-12-29
34262803,6,gift_card,228,2020-11-24
34271196,11,gift_card,1760,2020-04-07
34274260,7,bank_transfer,903,2019-07-30
34278708,9,coupon,1125,2019-11-26
34279102,7,bank_transfer,315,2021-06-25
34282855,11,bank_transfer,264,2019-08-04
34294699,6,gift_card,822,2021-03-09
34294913,5,credit_card,515,2020-10-14
34296944,12,coupon,360,2020-10-04
34299317,5,credit_card,455,2020-11-16
34300759,13,bank_transfer,2860,2021-12-18
34301098,12,coupon,2400,2021-12-10
34307338,13,bank_transfer,455,2020-02-02
34323951,7,gift_card,245,2020-09-16
34327918,23,bank_transfer,2070,2021-12-15
34331966,4,gift_card,124,2020-09-30
34335478,5,bank_transfer,355,2021-06-26
34336022,12,coupon,1188,2019-09-10
34336140,10,gift_card,350,2021-09-07
34340215,14,coupon,4060,2021-10-06
34348295,10,gift_card,500,2021-09-02
34356661,96,gift_card,21312,2020-06-28
34362844,6,gift_card,228,2020-10-14
34362971,13,coupon,637,2020-10-06
34365674,5,coupon,1105,2020-12-25
34366584,9,coupon,486,2021-04-30
34374769,9,gift_card,801,2020-03-09
34376271,7,credit_card,560,2020-11-25
34379902,6,credit_card,300,2021-11-24
34381299,6,gift_card,858,2021-08-17
34388130,8,credit_card,360,2020-09-10
34405060,10,coupon,680,2020-02-23
34405167,8,credit_card,80,2021-09-09
34407292,7,gift_card,525,2019-12-23
34408026,13,credit_card,780,2021-06-29
34412782,100,bank_transfer,3900,2021-06-26
34429795,7,coupon,266,2019-11-28
34431567,7,coupon,840,2021-01-17
34434512,20,credit_card,600,2020-02-09
34439421,8,bank_transfer,352,2019-09-19
34440895,15,gift_card,300,2020-01-21
34441227,9,bank_transfer,252,2019-08-21
34442036,6,gift_card,480,2020-02-07
34442150,17,coupon,765,2021-07-09
34457686,24,bank_transfer,2544,2021-04-28
34460887,7,coupon,483,2020-12-19
34461192,8,gift_card,480,2021-01-19
34461750,33,coupon,1320,2021-04-17
34463475,12,credit_card,840,2019-06-21
34465926,11,credit_card,1870,2021-10-28
34467534,9,coupon,1170,2020-10-15
34471314,6,gift_card,540,2020-10-30
34473358,7,bank_transfer,210,2021-10-17
34473626,9,bank_transfer,180,2020-07-23
34474401,9,coupon,702,2021-02-02
34476045,11,coupon,715,2021-07-15
34485458,7,gift_card,322,2020-03-05
34494870,4,gift_card,240,2020-10-24
34495536,13,credit_card,455,2021-10-04
34501445,7,coupon,385,2020-12-02
34501520,11,gift_card,3971,2021-12-25
34501522,6,gift_card,240,2020-03-29
34504785,9,gift_card,5535,2020-05-26
34506133,12,gift_card,1020,2020-04-15
34517444,11,gift_card,2189,2020-11-03
34523896,14,credit_card,280,2021-11-10
34524160,5,bank_transfer,755,2021-06-30
34527646,11,credit_card,363,2019-11-08
34531200,11,coupon,2079,2020-02-28
34531789,13,bank_transfer,3302,2019-11-16
34533913,10,bank_transfer,300,2019-10-30
34535726,16,coupon,880,2020-10-31
34544305,12,credit_card,840,2020-07-11
34550155,8,coupon,288,2020-12-11
34552316,11,coupon,1826,2020-07-15
34552644,11,gift_card,803,2020-01-11
34553265,8,bank_transfer,208,2021-12-15
34555927,8,credit_card,648,2019-09-04
34560198,9,bank_transfer,351,2021-08-09
34565334,21,bank_transfer,1680,2021-03-22
34565816,40,coupon,3000,2021-12-28
34566884,10,gift_card,350,2021-07-16
34568906,20,gift_card,1800,2021-10-28
34573434,6,credit_card,240,2021-12-14
34582247,6,credit_card,480,2021-02-03
34585138,7,gift_card,420,2021-12-18
34586087,9,bank_transfer,1170,2021-06-10
34589316,10,coupon,560,2021-04-03
34589833,14,coupon,910,2020-12-25
34595902,11,bank_transfer,407,2020-11-17
34596605,9,credit_card,342,2020-05-30
34597080,12,bank_transfer,480,2020-03-02
34613807,11,gift_card,935,2021-05-26
34615028,12,gift_card,1320,2019-10-23
34631332,13,bank_transfer,650,2021-10-27
34634946,5,gift_card,125,2019-09-30
34635504,7,bank_transfer,1197,2020-08-13
34636530,12,bank_transfer,480,2020-07-16
34636541,8,bank_transfer,200,2021-05-11
34639457,7,bank_transfer,630,2020-09-09
34642923,21,bank_transfer,861,2021-12-27
34646313,10,credit_card,290,2021-08-06
34646721,12,credit_card,996,2020-05-11
34648991,8,credit_card,400,2020-06-22
34663347,71,bank_transfer,2840,2021-12-20
34665081,8,bank_transfer,688,2020-12-17
34668064,12,gift_card,1764,2021-12-24
34669043,9,bank_transfer,675,2020-01-23
34671107,7,coupon,385,2020-07-15
34676655,14,bank_transfer,1120,2020-06-24
34678365,64,credit_card,2944,2021-08-08
34681403,15,coupon,315,2021-04-23
34681413,9,bank_transfer,1350,2019-12-13
34712857,9,credit_card,180,2019-12-04
34714725,11,gift_card,550,2020-04-23
34725543,6,bank_transfer,300,2021-02-01
34738999,11,coupon,1980,2021-06-05
34746503,7,coupon,623,2021-06-19
34747520,12,credit_card,1260,2019-10-06
34748589,20,coupon,2220,2019-12-04
34760367,7,credit_card,154,2021-12-27
34763960,10,credit_card,2000,2020-07-06
34767306,6,gift_card,210,2021-05-06
34770168,13,credit_card,494,2019-10-24
34782045,27,credit_card,1404,2021-04-22
34782462,11,gift_card,495,2020-11-12
34783487,12,gift_card,600,2019-11-30
34796433,248,coupon,19840,2021-12-01
34797334,12,credit_card,420,2020-04-20
34797618,13,credit_card,377,2021-06-02
34810557,11,gift_card,385,2020-12-01
34814486,17,credit_card,1530,2021-08-29
34832697,15,bank_transfer,750,2019-12-24
34850169,95,bank_transfer,5700,2021-09-10
34853362,7,coupon,350,2020-06-16
34862137,7,credit_card,763,2021-12-30
34863043,5,coupon,340,2020-09-06
34877841,15,coupon,1740,2021-11-24
34880371,12,bank_transfer,1920,2020-09-05
34880799,12,gift_card,1548,2021-10-23
34881718,13,bank_transfer,2860,2019-12-03
34882152,13,credit_card,4160,2021-12-23
34882466,13,bank_transfer,1209,2020-04-27
34883348,10,bank_transfer,1000,2021-03-04
34892496,10,coupon,750,2021-03-07
34893511,10,credit_card,1290,2021-03-15
34899478,6,gift_card,720,2021-07-25
34902974,8,bank_transfer,200,2021-11-27
34903163,7,bank_transfer,364,2020-07-01
34908507,5,gift_card,955,2019-05-30
34926328,10,credit_card,900,2020-07-16
34926726,98,gift_card,5880,2020-01-15
34927235,12,gift_card,360,2021-10-21
34935431,10,coupon,400,2021-06-03
34940848,13,gift_card,637,2020-10-24
34951496,11,coupon,990,2020-10-19
34951930,9,coupon,891,2021-01-11
34953155,63,credit_card,5985,2021-12-10
34953860,9,bank_transfer,297,2020-08-03
34964821,6,gift_card,300,2021-12-17
34969469,9,coupon,135,2019-12-31
34969981,6,coupon,360,2021-01-24
34973788,11,gift_card,539,2020-11-12
34973995,9,gift_card,621,2021-12-16
34974283,7,coupon,364,2021-12-30
34974577,96,credit_card,6240,2020-08-03
34987933,12,gift_card,1680,2020-01-19
34991812,63,coupon,4347,2021-12-26
34994590,9,credit_card,1323,2021-06-11
34996479,12,bank_transfer,720,2019-12-18
34997076,11,coupon,1100,2021-06-06
35018575,12,bank_transfer,1440,2020-01-28
35020118,15,coupon,1200,2021-10-19
35020314,4,credit_card,120,2021-09-26
35020500,11,credit_card,616,2020-09-11
35021974,35,bank_transfer,2205,2019-11-04
35022160,5,coupon,425,2021-10-01
35023420,9,credit_card,315,2021-01-04
35023746,6,gift_card,234,2020-08-15
35036324,10,coupon,7000,2020-12-09
35036565,11,gift_card,1045,2020-11-29
35037673,10,credit_card,2740,2020-04-06
35037765,5,bank_transfer,300,2019-10-24
35039182,17,gift_card,425,2021-03-17
35047363,6,bank_transfer,1224,2021-06-17
35048405,9,gift_card,1980,2020-07-28
35052565,12,gift_card,792,2020-07-03
35053977,8,coupon,240,2021-12-21
35060094,5,gift_card,820,2020-01-23
35061377,96,credit_card,9120,2020-11-08
35065145,5,credit_card,605,2020-07-22
35076823,7,bank_transfer,420,2020-06-30
35077505,9,credit_card,261,2020-05-11
35088202,19,bank_transfer,4750,2021-12-19
35094386,6,gift_card,240,2021-08-05
35106309,12,gift_card,660,2021-09-27
35106702,8,gift_card,1504,2021-10-19
35109614,11,credit_card,880,2020-06-27
35109658,5,gift_card,335,2021-03-07
35109903,189,gift_card,32130,2021-08-22
35110486,7,coupon,350,2020-07-12
35115898,6,bank_transfer,840,2021-02-07
35116312,6,credit_card,396,2021-07-13
35120240,18,coupon,540,2020-04-19
35121666,8,gift_card,680,2021-10-12
1880216,6,credit_card,270,2018-03-30
1882990,9,credit_card,333,2020-06-10
